question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_similarity,context_relevancy,context_precision,context_recall
"Complete the following paragraph: Although the term “congenital disorders” by definition include those caused by nongenetic, unfavorable in utero conditions, the term “congenital disorders of glycosylation (CDG)” is now widely used as an equivalent of inherited disorders of glycosylation. Following the discovery of the genetic defect in human I-cell disease in 1980 (Chapter 33) it was anticipated that many more human defects in glycan biosynthesis would be found, but more than a decade went by before the next example was found.","['Lacking further details about glycan structures and the underlying genetic variants, Jaeken decided to call these cases “carbohydrate-deficient glycoprotein syndromes” (CDGS). Several years later, many people defined primary inherited genetic defects in glycosylation pathways in many such cases. To keep the acronym “CDG,” those involved also decided to call them “congenital disorders of glycosylation,” rather than inherited genetic defects in glycosylation.'
 'Disorders affecting the lysosomal degradation of glycans are described in Chapter 44. Although the term “congenital disorders” by definition include those caused by nongenetic, unfavorable in utero conditions, the term “congenital disorders of glycosylation (CDG)” is now widely used as an equivalent of inherited disorders of glycosylation.'
 'Nearly all inherited disorders in glycan biosynthesis were discovered in the last 20 years. They are rare, biochemically and clinically heterogeneous, and usually affect multiple organ systems. CDGs are rare primarily because embryos with complete defects in a step of glycosylation do not usually survive to be born, documenting the critical biological roles of glycans in humans. CDG patients that survive are usually hypomorphic, retaining at least some activity of the pathways involved.']","Following the discovery of the genetic defect in human I-cell disease in 1980 (Chapter 33) it was anticipated that many more human defects in glycan biosynthesis would be found, but more than a decade went by before the next example was found.","In retrospect, the difficulty arose from the pleiotropic multisystem nature of the clinical presentations. Meanwhile Belgian pediatrician Jaak Jaeken noted unusual profiles of serum proteins in some children with multisystem disorders and decided to apply a previously established test to separate transferrin isoforms. The test was positive in these children, thereby, for the first time, indicating a generic defect in protein N-glycosylation. Lacking further details about glycan structures and the underlying genetic variants, Jaeken decided to call these cases “carbohydrate-deficient glycoprotein syndromes” (CDGS). Several years later, many people defined primary inherited genetic defects in glycosylation pathways in many such cases. To keep the acronym “CDG,” those involved also decided to call them “congenital disorders of glycosylation,” rather than inherited genetic defects in glycosylation. Nearly all inherited disorders in glycan biosynthesis were discovered in the last 20 years.",0.5,0.5677526706322598,0.5968832745817461,0.2222222222222222,0.9999999999666667,0.42857142857142855
"Complete the following paragraph: Another alternative is optimized synthetic α-mannosides, which could treat and prevent UTIs. Many pathogens initiate infection by binding to host cell-surface glycans (Chapter 37). Variable expression of these glycans may explain an individual's susceptibility to infection.","[""A simple and effective antibiotic-independent treatment and prevention for this very common infection is drinking D-mannose because it competes bacterial glycan binding to the urinary tract when it is excreted in the urine. Another alternative is optimized synthetic α-mannosides, which could treat and prevent UTIs. Many pathogens initiate infection by binding to host cell-surface glycans (Chapter 37). Variable expression of these glycans may explain an individual's susceptibility to infection.""
 'Some key physiologic effects of glycan–host interactions are briefly covered here. Many urinary tract infections (UTIs) are caused by Escherichia coli, which adhere to bladder epithelial cells via a mannose-binding lectin, FimH, located on the F-pilus of the bacterium.'
 'Thus, small soluble glycans or glycan mimetics can be used to block the initial attachment of microbes and toxins to cell surfaces (or block their release), and thus prevent or suppress infection. Because many of these organisms naturally gain access through the airways or gut, the glycan-based drugs can be delivered directly without being distributed systemically. Milk oligosaccharides are natural antagonists of intestinal infection in infants (see above).']","Thus, small soluble glycans or glycan mimetics can be used to block the initial attachment of microbes and toxins to cell surfaces (or block their release), and thus prevent or suppress infection. Because many of these organisms naturally gain access through the airways or gut, the glycan-based drugs can be delivered directly without being distributed systemically. Milk oligosaccharides are natural antagonists of intestinal infection in infants.","For example, some pathogenic strains of E. coli infect the urinary tract using a lectin that binds the P blood group antigens (Chapter 14), with P negative individuals being immune. The E. coli P fimbriae lectins are also involved in spreading bacterial infections from the kidney to the bloodstream. Binding of the spike glycoprotein of SARS-CoV-2, the virus causing COVID-19, to its ACE2 receptor on host epithelial cells first involves its initial binding to neighboring HS glycosaminoglycan chains, which induces a conformational change to enhance binding to ACE2. Importantly, mutations that alter spike glycosylation sites (e.g., variant B.1.1.7 (N501Y)) impact infectivity. Some pathogenic microorganisms secrete sialidases (neuraminidases), which usually remain at the site of infection.",0.8333333333333334,0.5189581751532846,0.4862878114651294,0.3333333333333333,0.99999999995,0.0
"Complete the following paragraph: Many years ago, cancer patients were reported to express “Hanganutziu–Deicher” antibodies, which were later shown to recognize gangliosides carrying the nonhuman sialic acid N-glycolylneuraminic acid (Neu5Gc), which was also found in human tumors. This unusual phenomenon has now been explained by the metabolic incorporation of diet-derived Neu5Gc into human glycans (Chapter 15). This Sia differs from the common human Sia, Neu5Ac, by addition of a single oxygen atom (Figure 47.3).","['This unusual phenomenon has now been explained by the metabolic incorporation of diet-derived Neu5Gc into human glycans (Chapter 15). This Sia differs from the common human Sia, Neu5Ac, by addition of a single oxygen atom (Figure 47.3). Humans show variable levels of circulating antibodies against Neu5Gc-containing epitopes.'
 'An O-acetyl group at position 7 will migrate to (more...) Many years ago, cancer patients were reported to express “Hanganutziu–Deicher” antibodies, which were later shown to recognize gangliosides carrying the nonhuman sialic acid N-glycolylneuraminic acid (Neu5Gc), which was also found in human tumors.'
 'There can also be changes in Sia modifications in tumor cells. Sia 9-O-acetylation can be increased (e.g., 9-O-acetylated GD3 [Figure 47.3] in melanoma cells) or decreased (e.g., on the O-glycans of colon carcinomas). Some tumor cells express small amounts of de-N-acetyl (deNAc) gangliosides (Figure 47.3).']","The unusual phenomenon of cancer patients expressing ""Hanganutziu–Deicher"" antibodies, which were later found to recognize gangliosides containing the nonhuman sialic acid N-glycolylneuraminic acid (Neu5Gc), also present in human tumors, has been elucidated by the metabolic integration of diet-derived Neu5Gc into human glycans. This particular sialic acid, Neu5Gc, differs from the typical human sialic acid, Neu5Ac, by the addition of a single oxygen atom.","Humans show variable levels of circulating antibodies against Neu5Gc-containing epitopes. The resulting weak immune response (termed “xenosialitis”) can promote tumor growth by enhancing chronic inflammation and angiogenesis. Given this selective advantage, it is not surprising that tumors are better at accumulating Neu5Gc in the face of an increased immune response. Because the primary dietary source of Neu5Gc is red meat, this may help explain the increased cancer risk associated with its consumption. SLex and SLea epitopes (Chapter 14) were first identified as tumor antigens on glycosphingolipids. Expression of these antigens by epithelial carcinomas correlates with metastatic potential in mice and with tumor progression, metastatic spread, and poor prognosis in humans. SLex and SLea epitopes on glycoprotein ligands are key recognition determinants of the selectins (Chapter 34).",0.4,0.6880419179561893,0.7470359338133131,0.2857142857142857,0.9999999999666667,0.2
"Complete the following paragraph: Mention should also be made about the approaches to isolate novel lectins from natural sources, or even when made recombinantly or in the form of some type of GRP. Historically, such isolation methods have used affinity chromatography. For example, a high density of lactose linked to agarose in the form of an affinity column can be used to isolate galectins, which can be eluted with lactose as a hapten. The cation-dependent mannose 6-phosphate receptor (CD-MPR) was isolated by affinity chromatography on immobilized yeast mannans containing phosphorylated mannose.","['Mention should also be made about the approaches to isolate novel lectins from natural sources, or even when made recombinantly or in the form of some type of GRP. Historically, such isolation methods have used affinity chromatography. For example, a high density of lactose linked to agarose in the form of an affinity column can be used to isolate galectins, which can be eluted with lactose as a hapten.'
 'The cation-dependent mannose 6-phosphate receptor (CD-MPR) was isolated by affinity chromatography on immobilized yeast mannans containing phosphorylated mannose. There are also other forms of isolation, including salt precipitation, ion exchange chromatography, gel filtration, and the capture of a tagged and recombinant chimeric-lectin by capture of the tag (e.g., His tag).'
 'There are several approaches to using antibodies and lectins in glycan purification, including affinity chromatography or affinity binding and immunoprecipitation or lectin-induced precipitation. The proteins may be covalently coupled to a carrier such as Sepharose or biotinylated and captured on streptavidin-Sepharose. In addition, antibodies may be noncovalently captured on protein A (or G)-Sepharose.']","There are also other forms of isolation, including salt precipitation, ion exchange chromatography, gel filtration, and the capture of a tagged and recombinant chimeric-lectin by capture of the tag (e.g., His tag).","There are also other forms of isolation, including salt precipitation, ion exchange chromatography, gel filtration, and the capture of a tagged and recombinant chimeric-lectin by capture of the tag (e.g., His tag). A recent method exploits a “capture and release” approach, in which multivalent ligands recognized by a lectin are assembled, whereby they can capture the lectin of interest, and then filtration or centrifugation may be used to isolate the lectin complexed with ligand. The lectin can then be dissociated and is available for study. Any of these type of methods are also useful when combined with proteomic analyses in identifying novel lectins and protein complexes that bind to glycans. The classic approaches for using antibodies, CBMs, and lectins to characterize cell-surface glycoconjugates are histochemistry (lectins) and immunohistochemistry (antibodies), flow cytometry with cell sorting, and cell agglutination. In histochemistry and immunohistochemistry, tissues are prepared and fixed as usual for histological staining, and then incubated with appropriate biotinylated or peroxidase-labeled lectins or antibodies (glycolipids are extracted during standard paraffin embedding procedures and require frozen sections for sensitive detection). The bound lectins, CBMs, or antibodies are then visualized by means of secondary reagents, such as streptavidin-peroxidase or labeled secondary antibody.",1.0,0.41610904307861035,0.7538660895674336,0.125,0.9999999999666667,0.2
"Complete the following paragraph: Cells in culture mutate at a low rate (<10−6 mutations per locus per generation). In CHO cells, some loci are functionally haploid (single copy), and in HAP1 human cells, essentially all loci are haploid, which means that a single hit may generate a recessive mutant. However, typical mammalian cells are diploid and immortalized cells are often hyperploid, so the frequency of finding recessive mutants is low. To greatly increase the probability of finding desirable mutants, mutations may be induced by treating cells with chemical (e.g., alkylating agents), physical (e.g., ionizing radiation), or biological (e.g., a virus) mutagens or, perhaps more likely, by lentiviral transduction with CRIPSR/Cas9 genome-wide or focused libraries.","['In CHO cells, some loci are functionally haploid (single copy), and in HAP1 human cells, essentially all loci are haploid, which means that a single hit may generate a recessive mutant. However, typical mammalian cells are diploid and immortalized cells are often hyperploid, so the frequency of finding recessive mutants is low.'
 'To greatly increase the probability of finding desirable mutants, mutations may be induced by treating cells with chemical (e.g., alkylating agents), physical (e.g., ionizing radiation), or biological (e.g., a virus) mutagens or, perhaps more likely, by lentiviral transduction with CRIPSR/Cas9 genome-wide or focused libraries.'
 'Alteration of cell-surface glycans by recessive and dominant glycosylation mutations.  Selections for glycosylation mutants. Cytotoxic lectins or agents that bind to specific sugar residues select for resistant cells (left). Screen for mutants using replica plating. Colonies on plastic are transferred to discs and screened for defects in (more...) Cells in culture mutate at a low rate (<10−6 mutations per locus per generation).']","Alteration of cell-surface glycans by recessive and dominant glycosylation mutations can be achieved through various methods. Selections for glycosylation mutants can involve the use of cytotoxic lectins or agents that bind to specific sugar residues to select for resistant cells. Another approach is to screen for mutants using replica plating, where colonies on plastic are transferred to discs and screened for defects. Cells in culture mutate at a low rate (<10−6 mutations per locus per generation), highlighting the importance of strategic methods to induce mutations for desired outcomes.","Regardless of the method used to induce mutations, selection or enrichment is usually needed to find rare recessive or dominant mutants bearing a desired glycosylation phenotype (Figure 49.1). For example, direct selection for resistance to cytotoxic plant lectins (Chapters 31 and 32) that bind to cell-surface glycans gives a range of glycosylation mutants. Importantly, many mutants resistant to one or more lectins because of the loss of specific sugars become supersensitive to a different group of lectins that recognize sugar residues exposed by the mutation (Figure 49.2). The latter may be used to select for revertants in the original mutant population. Nontoxic lectins are also useful for enriching lectin-binding mutants (e.g., by flow cytometry). Mutations that affect all stages of glycosylation reactions, including the generation and transport of nucleotide sugars, have been identified using lectins as selective agents.",0.875,0.5045035250912556,0.8556767446096544,0.5,0.9999999999666667,1.0
Complete the following paragraph: Linkage analysis is a well-established and ingenious approach for determining linkage positions. The principle of this method is to introduce a stable substituent (an ether-linked methyl group) onto each free hydroxyl group of the native glycan.,"['However, linkage analysis provides no information on the nature of substituents or sequence information and cannot reveal α- or β-anomeric configuration. (See following page.) An example of linkage analysis showing a bacterial O-linked branched hexasaccharide with a sequence of Rha1-3Glc1-(Glc1-3GlcNAc1-)2,6Glc1-6GlcNAc.'
 'However, the methylation process causes destruction of labile substitutions like O-acetyl esters. Linkage determination is most rigorously performed by methylation analysis, and anomeric configurations can be obtained by nuclear magnetic resonance (NMR) spectroscopy. Information on glycan sequence, linkage, and anomeric configuration can also be obtained by combining enzymatic hydrolysis using specific glycosidases with TLC.'
 'This is referred to as fluorophore-assisted carbohydrate electrophoresis (FACE). Linkage analysis is a well-established and ingenious approach for determining linkage positions. The principle of this method is to introduce a stable substituent (an ether-linked methyl group) onto each free hydroxyl group of the native glycan.']","This method allows for the identification of linkage positions by analyzing the methylation pattern after treatment with specific glycosidases. By combining methylation analysis with techniques such as nuclear magnetic resonance (NMR) spectroscopy and fluorophore-assisted carbohydrate electrophoresis (FACE), valuable information on glycan sequence, linkage, and anomeric configuration can be obtained.","Glycosidic linkages are then cleaved by acid hydrolysis, producing partially methylated monosaccharides with free hydroxyl groups at the positions that were previously involved in a linkage. The partially methylated monosaccharides are ring-opened with a reducing agent (normally borodeuteride) to introduce a new hydroxyl group and, more importantly, a deuterium atom at C-1, which helps identify the reducing end of each monosaccharide. All the free hydroxyl groups are then acetylated resulting in partially methylated alditol acetates (PMAAs) that can be identified by a combination of GC retention times and electron impact (EI)-MS (Figure 50.2). The masses of fragments produced by impact of high-energy electrons on PMAAs identify substitution sites in some cases, but fragmentation patterns of similarly substituted isomeric monosaccharides (e.g., Glc and Gal) can be nearly identical. Thus, definitive identification of monosaccharides requires, in addition to the analysis of the MS pattern, a comparison of GC retention times with those of known standards (e.g., all peracetylated 2,3,4-tri-O-methyl-hexoses produce the same EI-MS spectrum, but peracetylated 2,3,4-tri-O-methyl-galactitol elutes later than peracetylated 2,3,4-tri-O-methyl-glucitol). This type of analysis identifies terminal residues (they are methylated at every position except the hydroxyl group at C-1 and the ring oxygen), indicates how each monosaccharide is substituted, including the occurrence of linkage and branching points, and allows the determination of the ring size (pyranose [p] or furanose [f]) for each monosaccharide.",1.0,0.656554087727026,0.6831027227360663,0.3333333333333333,0.9999999999666667,0.5
"Complete the following paragraph: The term genomics arose from the availability of complete genome sequence data as well as computational methods for their analysis. However, <2% of genes in the human genome encode proteins. These genes are transcribed into messenger RNAs (mRNAs) that make up the “transcriptome,” of which ∼30% are assigned to protein coding. The total complement of proteins expressed by the cell is collectively termed the “proteome.” Most eukaryotic proteins are post translationally modified (e.g., by phosphorylation, sulfation, oxidation, ubiquitination, acetylation, methylation, lipidation, or glycosylation).","['The term genomics arose from the availability of complete genome sequence data as well as computational methods for their analysis. However, <2% of genes in the human genome encode proteins. These genes are transcribed into messenger RNAs (mRNAs) that make up the “transcriptome,” of which ∼30% are assigned to protein coding.'
 'The total complement of proteins expressed by the cell is collectively termed the “proteome.” Most eukaryotic proteins are post translationally modified (e.g., by phosphorylation, sulfation, oxidation, ubiquitination, acetylation, methylation, lipidation, or glycosylation). These modifications, combined with alternative RNA splicing in eukaryotes, render the proteome considerably more complex than the transcriptome.'
 'Although it has been estimated that approximately 120,000 different protein splice forms are expressed by human cells, the total number of modified proteoforms is likely to be at least an order of magnitude higher. The systems-level analysis of all proteins expressed by cells, tissues, or organisms is known as “proteomics.” The proteome, like the transcriptome, but unlike the DNA sequence of the genome, is fundamentally dynamic.']","Most eukaryotic proteins undergo post-translational modifications, such as phosphorylation, sulfation, oxidation, ubiquitination, acetylation, methylation, lipidation, or glycosylation. These modifications, along with alternative RNA splicing, contribute to the complexity of the proteome, which represents the total complement of proteins expressed by the cell.","These modifications, combined with alternative RNA splicing in eukaryotes, render the proteome considerably more complex than the transcriptome. Although it has been estimated that approximately 120,000 different protein splice forms are expressed by human cells, the total number of modified proteoforms is likely to be at least an order of magnitude higher. The systems-level analysis of all proteins expressed by cells, tissues, or organisms is known as “proteomics.” The proteome, like the transcriptome, but unlike the DNA sequence of the genome, is fundamentally dynamic. The repertoire of proteins expressed by a cell is highly dependent on tissue type, microenvironment, and stage within the life cycle. As cells receive external and internal cues in the form of growth factors, hormones, metabolites, or cell–cell interactions, the expression of various genes is modulated and may be transcribed at levels ranging from silence to more than 104 mRNA copies per cell and 107 protein molecules per cell. Thus, proteomes and their modifications vary during cell differentiation, activation, trafficking, and malignant transformation. However, no systems-level analysis of a biological process is complete without interrogating the glycome, defined as the entire complement of glycan structures (be it protein-/lipid-bound or -free) produced by cells, in addition to the genome, transcriptome, proteome, lipidome and metabolome.",1.0,0.5647537139507923,0.709732268490486,0.3333333333333333,0.9999999999666667,0.5
"Complete the following paragraph: A critical component of glycoinformatics is the availability of standardized approaches to share data and tools. To address this problem a number of international efforts are underway to establish standards for the presentation of glycomics data to facilitate data comparison, exchange, and verification. The Glycomics Ontology (GlycO) was the first ontology developed to provide standard terminologies for representing experimentally verified glycan structures as collections of chemically and contextually defined constituents, facilitating the association of these structural elements with biosynthetic and functional processes.","['The Glycomics Ontology (GlycO) was the first ontology developed to provide standard terminologies for representing experimentally verified glycan structures as collections of chemically and contextually defined constituents, facilitating the association of these structural elements with biosynthetic and functional processes.'
 'Glycoscience databases, repositories and web portals  A critical component of glycoinformatics is the availability of standardized approaches to share data and tools. To address this problem a number of international efforts are underway to establish standards for the presentation of glycomics data to facilitate data comparison, exchange, and verification.'
 'The future of current endeavors in glyco-related informatics lies in the consolidation of international consortia. The small size of the glycoscience community has prompted several cooperative initiatives across all continents for representing and collecting glycomics data (as described above). To favor interactions between these complementary initiatives, the international Glycome Informatics Consortium (GLIC) was founded in 2015 to provide and maintain a centralized software resource for developers, thus enabling cooperative database and tool development.']","The future of current endeavors in glyco-related informatics lies in the consolidation of international consortia. The small size of the glycoscience community has prompted several cooperative initiatives across all continents for representing and collecting glycomics data. To favor interactions between these complementary initiatives, the international Glycome Informatics Consortium (GLIC) was founded in 2015 to provide and maintain a centralized software resource for developers, thus enabling cooperative database and tool development.","Another effort, GlycoRDF, is a proposed standard ontology for glycan and related metadata using Resource Description Framework (RDF) to provide consistent terminologies for representing glycan sequences, related biological sources, publications, and experimental data on the Semantic Web. GlycoRDF is now being used by several glycomics database providers, to enable large-scale integration of diverse data collections in the glycosciences. For example, GlyTouCan uses the GlycoRDF ontology to represent the registered data such that other data resources also using this ontology can be integrated and queried by glycan structure. Different information resources (e.g., databases and publications) can reference these identifiers, thus facilitating identification and interpretation of diverse but complementary data sets that embody information about specific glycan structures. The Semantic Web is a new technology that provides a framework for making data available directly on the Internet, provided with semantics, such that inferences can be made automatically based on the data. For example, a researcher often refers to various publications to derive a new hypothesis to test. Using the Semantic Web, the data in the publications would be formatted in such a way (using predefined vocabulary, or ontologies) that the meaning behind the data is preserved in a computable form, on the Web. Because a common vocabulary, or ontology, would be used across different publications in different websites (i.e., journals), the terminology used to encapsulate the semantics is preserved.",0.75,0.6331784376754261,0.5626005635226184,0.5,0.5833333333041666,0.5
"Complete the following paragraph: Pure glycans of defined structure are essential research tools in glycobiology. Unlike proteins and nucleic acids, which can be obtained in homogeneous forms by recombinant expression and polymerase chain reaction (PCR), respectively, glycans produced in biological systems are heterogeneous. Furthermore, the quantities that can be obtained from biological systems are often small. Chemical synthesis can be used to obtain homogeneous glycans in larger quantities than are available from most cellular production systems. Chemical synthesis can be further employed to incorporate glycans into homogeneous glycoproteins. This chapter summarizes the current state of the art in chemical methods to produce glycans.","['Pure glycans of defined structure are essential research tools in glycobiology. Unlike proteins and nucleic acids, which can be obtained in homogeneous forms by recombinant expression and polymerase chain reaction (PCR), respectively, glycans produced in biological systems are heterogeneous. Furthermore, the quantities that can be obtained from biological systems are often small. Chemical synthesis can be used to obtain homogeneous glycans in larger quantities than are available from most cellular production systems.'
 'Chemical synthesis can be further employed to incorporate glycans into homogeneous glycoproteins. This chapter summarizes the current state of the art in chemical methods to produce glycans. Enzymes can be used together with chemical methods to prepare diverse glycans (Chapter 54). The structure of oligosaccharides render their synthesis more complicated than the synthesis of the other major classes of biomolecules: oligonucleotides and oligopeptides.'
 'Natural glycans are often encountered in heterogeneous form and often produced in minute amounts making their isolation and characterization from natural sources often cumbersome. Therefore, glycobiology relies heavily on synthetic glycans, and synthetic methodology to produce glycans has witnessed tremendous progress (see Chapter 53). Glycosyltransferases and glycosidases offer advantages in the construction of glycans as these biocatalysts are very powerful under controlled conditions.']","Enzymes can be used together with chemical methods to prepare diverse glycans. The structure of oligosaccharides renders their synthesis more complicated than the synthesis of the other major classes of biomolecules: oligonucleotides and oligopeptides. Natural glycans are often encountered in heterogeneous form and often produced in minute amounts, making their isolation and characterization from natural sources cumbersome. Therefore, glycobiology relies heavily on synthetic glycans, and synthetic methodology to produce glycans has witnessed tremendous progress. Glycosyltransferases and glycosidases offer advantages in the construction of glycans as these biocatalysts are very powerful under controlled conditions.","Enzymes can be used together with chemical methods to prepare diverse glycans (Chapter 54). The structure of oligosaccharides render their synthesis more complicated than the synthesis of the other major classes of biomolecules: oligonucleotides and oligopeptides. Fundamental challenges of glycan synthesis are the requirement for modifying one specific hydroxyl group in the presence of many others, and control over the stereochemical outcome in the creation of a glycosidic linkage. Commonly, glycan synthesis is characterized by the manipulation of various protecting groups, chemical moieties that mask the hydroxyl groups and prevent them from reacting with other chemical reagents. Hydroxyl-protecting groups are selectively added and removed from glycan structures, allowing for chemical alteration of the exposed hydroxyl groups. Subsequently, in a typical glycan synthesis scheme, the exposed hydroxyl group serves as a point for further elaboration. The selective exposure of one hydroxyl group allows for regioselective addition of another saccharide unit. Synthetic schemes of this type are commonly applied to the generation of O- and N-linked glycans (see Chapters 9 and 10) as well as proteoglycans (see Chapter 17) and glycosphingolipids (see Chapter 11). The choice of protecting groups and the order of protecting group installation are essential for a successful synthetic route.",1.0,0.5860026505708252,0.8801503336269267,0.45454545454545453,0.9999999999666667,0.25
Complete the following paragraph: A demonstration of an endo-hexosaminidase-derived glycosynthase in action is given by the synthesis of Man9GlcNAc2-glycopeptide 28 from a glycoprotein from HIV-1. The sequence of steps commences with homogeneous Man9GlcNAc2Asn 24 that can be prepared by exhaustive proteolytic digestion of soybean glycoproteins by pronase.,"['Endo-hexosaminidases can be employed in transglycosylation reactions and, in mutant form, as glycosynthases. Glycosynthase mediated synthesis of homogeneous peptide N-glycans.  A demonstration of an endo-hexosaminidase-derived glycosynthase in action is given by the synthesis of Man9GlcNAc2-glycopeptide 28 from a glycoprotein from HIV-1.'
 'The sequence of steps commences with homogeneous Man9GlcNAc2Asn 24 that can be prepared by exhaustive proteolytic digestion of soybean glycoproteins by pronase. Wild-type endohexosaminidase, Endo-A, recognizes this high-mannose N-glycan and hydrolyses the GlcNAc-GlcNAc glycosidic linkage, to yield Man9GlcNAc 25.'
 'Glycosyltransferase-mediated synthesis of ganglio-oligosaccharides.  The synthesis of GalNAc-GD1a heptasaccharide 7 equipped with a biotin at the reducing end (replacing the sphingolipids present in the natural product) was accomplished by submitting synthetic lactoside 6 to the consecutive action of four glycosyltransferases, one of which (α-2,3-SiaT) was employed twice (Figure 54.3).']","The sequence of steps commences with homogeneous Man9GlcNAc2Asn 24 that can be prepared by exhaustive proteolytic digestion of soybean glycoproteins by pronase. Wild-type endohexosaminidase, Endo-A, recognizes this high-mannose N-glycan and hydrolyses the GlcNAc-GlcNAc glycosidic linkage, to yield Man9GlcNAc 25. A demonstration of an endo-hexosaminidase-derived glycosynthase in action is given by the synthesis of Man9GlcNAc2-glycopeptide 28 from a glycoprotein from HIV-1.","Wild-type endohexosaminidase, Endo-A, recognizes this high-mannose N-glycan and hydrolyses the GlcNAc-GlcNAc glycosidic linkage, to yield Man9GlcNAc 25. After peracetylation, treatment with trimethylsilyl bromide and borontrifluoride etherate, and global deprotection provided oxazolidinium ion 27. This compound is a good substrate for mutant (N175A) endohexosaminidase, endo-M, which was identified by site-directed mutagenesis as a putative glycosynthase activity. In the final step, the efficacy of the endo-M glycosynthase was demonstrated by the construction of high-mannose N-glycan 28 from 26 and 27. Enzymatic synthesis has proven to be a powerful methodology for the construction of complex glycans.",1.0,0.7315147898007665,0.8480171387041826,0.14285714285714285,0.9999999999666667,0.2
"Complete the following paragraph: Crystal structures for other sialidases have allowed the design of species-specific analogs. This rational approach to inhibitor design holds great potential, not only for neuraminidase inhibitors, but also, as described above, for O-GlcNAcase and OGT inhibitors. These examples illustrate how structure can guide design of carbohydrate-based inhibitors as well as heterocyclic inhibitors that have been more commonly advanced as drugs.","['Crystal structures for other sialidases have allowed the design of species-specific analogs. This rational approach to inhibitor design holds great potential, not only for neuraminidase inhibitors, but also, as described above, for O-GlcNAcase and OGT inhibitors. These examples illustrate how structure can guide design of carbohydrate-based inhibitors as well as heterocyclic inhibitors that have been more commonly advanced as drugs.'
 'Even before the crystal structure had been obtained, a neuraminidase inhibitor was designed by assuming that the hydrolysis reaction involved an oxocarbenium ion–like transition state with significant positive charge accumulation at the anomeric center. This would result in C-2 and C-3 adopting a planar configuration, and therefore compounds that mimicked this geometry were hoped to have inhibitory activity.'
 'These enzymes provide excellent examples of successful rational design and medicinal chemistry efforts directed to the development of glycoside hydrolase and glycosyltransferase inhibitors. Alloxan and streptozotocin affect O-GlcNAc addition, but these compounds lack specificity.']","Even before the crystal structure had been obtained, a neuraminidase inhibitor was designed by assuming that the hydrolysis reaction involved an oxocarbenium ion–like transition state with significant positive charge accumulation at the anomeric center. This would result in C-2 and C-3 adopting a planar configuration, and therefore compounds that mimicked this geometry were hoped to have inhibitory activity. These enzymes provide excellent examples of successful rational design and medicinal chemistry efforts directed to the development of glycoside hydrolase and glycosyltransferase inhibitors. Alloxan and streptozotocin affect O-GlcNAc addition, but these compounds lack specificity.","These advances have stimulated greater interest into influenza neuraminidase as well as the four human neuraminidases, which have poorly understood physiological roles. A major challenge associated with viral neuraminidase inhibitors—most strikingly, Tamiflu—is the rapid development of mutations that confer resistance. An alternative approach to circumvent this problem has been to develop mechanism-based inhibitors that covalently inhibit the enzyme. One example, FaxGuDFSA, has a fluoride leaving group, the displacement of which by the neuraminidase forms a glycosyl–enzyme intermediate. This intermediate has an appreciable half-life because the electronegative fluorine destabilizes the oxocarbenium ion-like transition state that leads to its breakdown.",1.0,0.310802471258259,0.6464202590131776,0.42857142857142855,0.49999999995,0.0
